	"ALL_1"	"ALL_2"	"ALL_3"	"ALL_4"	"ALL_5"	"ALL_6"	"ALL_7"	"ALL_8"	"ALL_9"	"ALL_10"	"ALL_11"	"ALL_12"	"ALL_13"	"ALL_14"	"ALL_15"	"ALL_16"	"ALL_17"	"ALL_18"	"ALL_19"	"ALL_20"	"ALL_21"	"ALL_22"	"ALL_23"	"ALL_24"	"MLL__1"	"MLL__2"	"MLL__3"	"MLL__4"	"MLL__5"	"MLL__6"	"MLL__7"	"MLL__8"	"MLL_9"	"MLL_10"	"MLL_11"	"MLL_12"	"MLL_13"	"MLL_14"	"MLL_15"	"MLL_16"	"MLL_17"	"MLL_18"	"MLL_19"	"MLL_20"	"AML_1"	"AML_2"	"AML_3"	"AML_4"	"AML_5"	"AML_6"	"AML_7"	"AML_8"	"AML_9"	"AML_10"	"AML_11"	"AML_12"	"AML_13"	"AML_14"	"AML_15"	"AML_16"	"AML_17"	"AML_18"	"AML_19"	"AML_20"	"AML_21"	"AML_22"	"AML_23"	"AML_24"	"AML_25"	"AML_26"	"AML_27"	"AML_28"
"35179_at"	158.7	370	290	10	10	138	325	10	10	10	10	10	10	448	92	10	688	10	10	10	151	307	10	174	404	209	688	93	10	263	143	24	10	10	10	10	10	10	257	662	574	334	10	116	10	10	10	10	206	19	47	10	188	10	10	10	10	10	10	10	10	228	10	10	279	10	10	10	329	10	10	10
"35191_at"	10	10	80	446	10	93	10	10	10	10	10	111	10	170	326	400	10	10	10	10	10	220	419	10	10	10	10	10	346	291	10	231	10	10	10	10	10	10	10	10	935	10	10	77	10	164	10	10	299	521	10	16	10	225	10	10	10	33	10	12	10	10	10	10	10	10	223	10	10	10	1219	849
"35216_at"	10	195	10	10	382	10	370	10	806	10	930	149	10	10	10	1002	11	466	226	173	254	1451	10	10	983	441	374	10	703	139	384	273	669	10	207	835	10	94	489	1836	10	703	79	1835	652	10	156	10	10	10	10	10	317	158	10	505	369	10	10	172	10	10	213	10	10	10	253	492	10	11	10	10
"35225_at"	99	397	10	38	566	10	544	10	158	10	237	10	240	127	396	10	10	10	86	10	10	660	100	10	155	270	222	223	10	233	202	10	10	10	10	140	304	10	10	330	213	428	62	10	10	10	10	10	10	10	24	10	10	44	10	10	10	10	10	10	10	10	10	10	10	10	10	10	134	10	10	10
"35246_at"	524.1	1442	170	10	128	222	178	136	201	10	65	10	10	142	10	10	10	67	10	10	10	152	55	70	167	101	207	48	10	10	10	143	223	10	64	479	10	10	94	313	39	10	10	33	10	109	242	10	10	10	10	127	138	26	238	10	36	20	10	11	10	240	10	10	10	10	94	156	10	10	10	10
"35614_at"	8280.1	12104	1257	4307	2025	7357	14592	13382	1763	3311	16000	990	290	4491	1037	3825	522	1358	5219	722	64	2414	4631	5191	566	292	1089	818	141	398	546	431	102	482	128	1139	522	1197	200	305	1089	1288	348	857	10	10	314	459	100	10	10	474	79	109	68	41	10	10	54	10	10	10	10	164	116	10	36	10	110	84	209	10
"35638_at"	21.4	10	10	10	10	181	10	216	10	10	10	19	10	51	33	53	10	48	59	109	58	10	50	73	10	10	320	33	39	33	10	10	10	364	10	10	10	50	96	243	86	67	109	245	102	43	93	10	26	277	10	271	10	214	60	10	52	103	271	212	10	10	193	289	10	10	10	81	143	10	59	3140
"35659_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	582	10	10	10	10	10	10	10	810	1547	10	433	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1331	10	10	10	1088	10	403	169	10	10	10	10	10	10	10	10	10	10	444	10	459	1904	2662	526	10	10	3246	10	10	10
"35663_at"	10	10	10	10	10	10	10	1296	10	10	10	78	10	10	10	10	10	10	10	10	10	10	10	40	3697	10	872	121	11202	10	10	10	10	111	1735	10	10	10	5020	45	10	210	10	36	10	123	10	10	10	908	10	10	10	10	10	10	1434	10	10	2582	10	10	296	10	10	10	44	156	152	1367	10	10
"35667_at"	277.2	171	10	10	140	83	98	20	36	10	82	10	10	337	10	10	10	10	17	221	10	251	82	46	158	10	215	10	10	10	10	240	10	324	16	127	10	242	384	559	855	10	262	359	10	10	502	87	10	10	10	265	166	875	535	591	897	769	10	957	10	10	503	480	217	10	157	67	528	785	156	585
"35669_at"	452.5	656	10	10	10	918	1381	747	3715	1769	5190	10	508	5722	980	95	10	10	577	10	1300	3536	297	174	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"35670_at"	10	10	10	10	10	10	10	10	1499	10	10	10	10	1169	598	469	10	10	10	10	10	10	10	10	10	10	625	10	347	10	10	10	37	10	10	41	10	1349	61	215	10	45	10	10	10	10	10	10	10	10	10	10	10	10	1281	10	10	10	10	10	10	10	10	10	22	10	10	10	10	10	10	10
"35674_at"	10	10	10	10	10	10	32	484	10	121	134	253	489	10	10	146	10	10	10	10	199	10	10	265	10	10	10	10	85	10	571	10	100	369	10	10	10	10	10	10	835	54	10	10	582	112	286	307	10	10	234	14	10	10	10	534	10	54	29	19	10	10	10	10	10	312	10	799	10	10	10	10
"35691_r_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	1137	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	253	554	10	1330	10	1582	10	10	10	207	10	169	10	10	10	10	10	10	10	10	10	4154	259	2944	1279	6067	10	4110	3476	10	3865	1987	2721	10	10	10	10
"35701_at"	11.7	314	10	151	10	63	84	10	331	10	10	23	10	10	504	389	10	658	10	10	10	432	66	10	327	147	334	36	390	10	10	61	421	10	10	10	10	253	10	630	347	467	221	696	10	236	10	10	10	10	10	522	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
"35703_at"	63.7	10	447	3601	1600	10	10	10	166	410	10	2960	398	10	10	10	10	654	918	1026	579	10	10	10	1301	234	366	260	2954	38	10	10	491	1895	444	1595	552	401	1124	2497	10	1177	930	10	692	486	10	10	10	1296	10	10	10	10	10	10	10	1278	10	10	10	295	10	10	10	630	10	10	314	10	496	384
"35704_at"	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	12	10	10	10	10	10	10	10	10	10	10	10	76	10	10	10	10	10	10	10	10	3655	10	10	10	10	10	50	10	10	10	835	205	30	10	10	10	10	184	10	10	10	10	10	300	587	10	10	44	871	10	10	10
"35714_at"	10	208	10	3529	479	128	10	10	10	1070	10	914	538	10	10	382	498	755	2580	10	10	10	10	10	10	104	10	10	60	10	10	88	28	392	10	10	10	10	10	10	401	10	57	10	10	227	10	317	41	160	1358	1921	84	10	10	729	10	192	10	10	10	599	274	661	2691	266	10	10	446	230	10	10
"35989_at"	10	203	10	10	10	79	91	441	113	10	232	10	10	10	10	10	10	10	220	300	82	269	377	10	10	85	10	10	10	10	142	87	124	170	69	250	10	10	295	242	692	10	175	276	60	242	369	10	10	10	10	224	238	288	235	344	26	830	10	10	10	10	634	10	10	10	698	10	556	239	113	277
"35994_at"	49	156	10	10	762	395	342	176	10	13	116	10	342	10	61	10	10	10	42	421	124	10	318	10	124	93	244	123	10	10	10	29	10	75	10	10	97	10	10	228	795	426	10	108	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	49	10	10	10	10	10	10	10	10	10	10
"36029_at"	130.7	29	19	10	10	10	60	10	17	10	10	10	10	1757	10	10	146	10	10	1730	110	61	518	10	10	10	37	35	10	10	10	11	10	10	10	10	10	10	10	10	10	10	25	10	41	10	10	10	10	10	10	13	10	10	129	10	10	10	10	10	10	10	10	10	10	128	10	10	10	56	91	10
"36031_at"	1061.1	10	10	1773	10	787	10	10	39	10	202	1374	10	572	196	1899	399	771	10	10	441	430	10	10	884	10	10	513	1679	10	10	477	10	10	616	600	10	2182	10	10	10	970	10	1718	14	10	10	10	10	10	10	888	10	10	10	10	10	10	10	10	10	90	10	10	1237	10	10	10	10	10	10	10
"36036_at"	10	92	10	10	37	25	183	4357	283	200	10	308	1171	10	10	60	60	10	1181	10	1787	51	10	10	293	29	10	10	350	10	10	10	190	10	56	235	10	42	10	26	10	688	97	10	2908	10	49	17	109	117	277	116	2002	10	10	565	792	10	1011	30	3202	10	10	10	10	4883	10	4217	10	10	10	10
"36056_g_at"	10	10	59	171	10	10	10	10	10	10	10	83	10	10	27	10	357	57	10	10	59	71	10	10	37	113	10	10	16	115	10	10	10	24	76	10	10	10	10	45	10	10	10	145	10	10	10	10	39	10	10	263	10	10	10	10	139	10	10	10	508	125	1622	10	10	10	426	10	553	10	167	10
"36070_at"	54.7	188	351	10	10	164	39	10	227	20	97	172	10	94	10	77	10	50	124	51	10	10	146	62	10	28	42	10	297	10	10	13	246	353	108	10	10	131	10	352	252	135	38	213	197	163	87	10	14	10	101	10	167	170	83	10	100	10	10	10	2726	10	10	10	10	366	46	2551	67	10	112	23
"36073_at"	10	10	126	10	91	78	29	200	76	81	53	10	10	73	357	27	10	10	109	15	34	25	15	94	16	48	14	10	10	10	10	101	10	88	10	10	10	10	10	14	2122	10	10	32	133	191	258	10	10	10	10	15	35	10	10	146	10	10	10	526	10	10	10	10	108	95	254	48	632	19	10	10
"36476_at"	195.8	288	10	10	352	208	283	630	330	473	575	99	348	345	10	405	10	273	429	278	199	155	95	10	217	128	271	10	10	10	10	157	135	128	90	293	61	31	10	198	160	83	223	319	10	10	10	10	10	10	10	10	10	68	235	10	10	10	10	10	10	10	10	10	10	10	76	114	10	10	10	10
"36491_at"	7930.4	67	234	4114	100	194	724	456	2370	177	8936	166	187	5766	5594	10	85	108	339	37	106	3031	621	44	34	51	233	1763	7145	91	423	86	69	155	435	14476	808	7506	1362	671	10	1574	168	786	81	128	345	74	61	93	64	69	132	148	5644	56	178	43	10	224	81	78	10	10	115	10	48	10	137	37	46	10
"36495_at"	10	99	10	13	10	329	77	250	361	10	10	43	81	10	10	10	51	129	10	10	10	884	10	200	25	534	419	269	505	10	10	1192	308	2560	903	10	617	346	454	10	10127	601	4090	621	10	4180	1452	2189	10	10	2270	1491	10	10	349	1153	482	4087	10	534	35	253	3486	5247	14927	357	1035	10	1950	628	684	146
"36503_at"	27.4	10	10	10	30	10	53	10	113	36	10	10	293	95	135	10	10	101	10	106	114	31	163	10	222	208	308	10	10	10	47	10	34	182	179	10	136	10	179	90	192	10	201	259	10	10	258	10	10	26	10	10	306	101	206	172	280	448	10	10	10	160	10	252	10	370	56	18	69	119	10	10
